"APTSBREAK1ENDDATE__C","APTSBREAK1NUMBEROFWEEKS__C","APTSBREAK1STARTDATE__C","APTSBREAK2ENDDATE__C","APTSBREAK2NUMBEROFWEEKS__C","APTSBREAK2STARTDATE__C","APTSBREAK3ENDDATE__C","APTSBREAK3NUMBEROFWEEKS__C","APTSBREAK3STARTDATE__C","COURSE__C","APTSCOURSENUMBEROFWEEKS__C","DATEOFBIRTHFROM__C","DATEOFBIRTHTO__C","DESTINATION__C","APTSENDDATE__C","IS_BEGINNER__C","IS_PREFERRED__C","NAME","PREFERRED__C","PROGRAM__C","STARTDATE__C","START_DATE_CONVERTED__C","APTSTERM1ENDDATE__C","APTSTERM1NUMBEROFWEEKS__C","APTSTERM1STARTDATE__C","APTSTERM2ENDDATE__C","APTSTERM2NUMBEROFWEEKS__C","APTSTERM2STARTDATE__C","APTSTERM3ENDDATE__C","APTSTERM3NUMBEROFWEEKS__C","APTSTERM3STARTDATE__C","APTSTERM4ENDDATE__C","APTSTERM4NUMBEROFWEEKS__C","APTSTERM4STARTDATE__C"
"","","","","","","","","","I","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SFD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ZA-CAP","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","US-HNL","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-SYD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","GB-BOU","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","GB-MAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-SDC","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-WAS","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","GB-OXF","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","NZ-AUC","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-NYC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SEA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SFD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-WAS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CA-VAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","ES-MAA","","true","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-CAM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-EAS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","IT-ROM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-PER","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-SYD","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CA-TOO","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-MAD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-NIC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BRI","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-EAS","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-CHI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ZA-CAP","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","AU-BRS","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","AU-PER","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","ES-BAR","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","GB-CAM","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","GB-EAS","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","GB-LON","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","NZ-AUC","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","US-SBA","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09G","22.0","","","US-WAS","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","AU-BRS","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"","","","","","","","","","I","","","","GB-CAM","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","FR-NIC","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","GB-BOU","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","GB-CAM","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","GB-MAN","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","GB-OXF","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","JP-TYO","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","NZ-AUC","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","","","","","","","SE09I","22.0","","","US-SFD","2019-02-15","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","","","","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09E","36.0","","","US-HNL","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-02-14","-19.0","2019-06-30","2019-05-23","3.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09E","36.0","","","US-NYC","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09E","36.0","","","US-WAS","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","AU-BRS","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","AU-BRS","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","AU-SYD","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","CA-TOO","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","CA-VAN","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","GB-BRI","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","GB-CAM","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","NZ-AUC","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09G","36.0","","","US-NYC","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","AU-BRS","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","CN-SHA","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","ES-MAA","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","ES-MAD","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","FR-PAR","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","GB-CAM","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","NZ-AUC","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","US-SDC","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"2019-06-30","27.0","2018-12-22","2019-04-28","2.0","2019-04-13","","","","YE09I","36.0","","","US-SEA","2019-05-24","false","false","September","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-09-17","17/9/2018","2018-12-21","14.0","2018-09-17","2019-04-12","-16.0","2019-07-31","2019-05-24","4.0","2019-04-29","","",""
"","","","","","","","","","I","","","","US-MIA","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-04-23","23/4/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-SYD","","false","false","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-04-02","2/4/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","July","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-07-02","2/7/2018","","","","","","","","","","","",""
